,article_idx,link_idx
60382,2309,351
60383,2309,429
60384,2309,688
60385,2309,715
60386,2309,899
60387,2309,932
60388,2309,994
60389,2309,1061
60390,2309,1090
60391,2309,1542
60392,2309,1723
60393,2309,1928
60394,2309,2089
60395,2309,2091
60396,2309,2105
60397,2309,2135
60398,2309,2233
60399,2309,2309
60400,2309,2753
60401,2309,2859
60402,2309,2869
60403,2309,2892
60404,2309,3126
60405,2309,3186
60406,2309,3693
60407,2309,3793
60408,2309,4137
60409,2309,4527
60410,2310,121
60411,2310,351
60412,2310,570
60413,2310,958
60414,2310,1290
60415,2310,1291
60416,2310,1431
60417,2310,1925
60418,2310,1927
60419,2310,2089
60420,2310,2161
60421,2310,2315
60422,2310,3019
60423,2310,3126
60424,2310,3186
60425,2310,3331
60426,2310,3677
60427,2310,3716
60428,2310,3801
60429,2310,3837
60430,2310,4008
60431,2310,4286
60432,2310,4394
60433,2311,1502
60434,2311,2323
60435,2311,2596
60436,2311,4191
60437,2312,396
60438,2312,401
60439,2312,567
60440,2312,683
60441,2312,860
60442,2312,1685
60443,2312,2147
60444,2312,2529
60445,2312,3149
60446,2312,3900
60447,2312,4350
60448,2313,111
60449,2313,121
60450,2313,159
60451,2313,230
60452,2313,259
60453,2313,330
60454,2313,420
60455,2313,557
60456,2313,713
60457,2313,719
60458,2313,785
60459,2313,858
60460,2313,991
60461,2313,1083
60462,2313,1136
60463,2313,1288
60464,2313,1412
60465,2313,1425
60466,2313,1439
60467,2313,1467
60468,2313,1493
60469,2313,1685
60470,2313,1724
60471,2313,1934
60472,2313,2015
60473,2313,2027
60474,2313,2083
60475,2313,2123
60476,2313,2222
60477,2313,2286
60478,2313,2321
60479,2313,2403
60480,2313,2436
60481,2313,2529
60482,2313,2633
60483,2313,2668
60484,2313,2693
60485,2313,2797
60486,2313,2811
60487,2313,2854
60488,2313,2940
60489,2313,2964
60490,2313,3004
60491,2313,3186
60492,2313,3215
60493,2313,3274
60494,2313,3283
60495,2313,3285
60496,2313,3287
60497,2313,3468
60498,2313,3526
60499,2313,3556
60500,2313,3557
60501,2313,3759
60502,2313,3760
60503,2313,3780
60504,2313,3801
60505,2313,3940
60506,2313,3999
60507,2313,4351
60508,2313,4366
60509,2313,4530
60510,2313,4567
60511,2314,32
60512,2314,142
60513,2314,161
60514,2314,272
60515,2314,394
60516,2314,412
60517,2314,1358
60518,2314,1369
60519,2314,1377
60520,2314,2233
60521,2314,2347
60522,2314,2446
60523,2314,2447
60524,2314,2449
60525,2314,2526
60526,2314,2529
60527,2314,2668
60528,2314,2929
60529,2314,2955
60530,2314,2971
60531,2314,3215
60532,2314,3256
60533,2314,3287
60534,2314,3384
60535,2314,3764
60536,2314,4282
60537,2314,4300
60538,2314,4350
60539,2315,29
60540,2315,32
60541,2315,121
60542,2315,420
60543,2315,715
60544,2315,886
60545,2315,1928
60546,2315,2089
60547,2315,2310
60548,2315,2753
60549,2315,3021
60550,2315,3126
60551,2315,3186
60552,2315,3571
60553,2315,3607
60554,2315,4125
60555,2315,4231
60556,2315,4285
60557,2316,1381
60558,2316,1504
60559,2316,2215
60560,2316,4531
60561,2317,217
60562,2317,443
60563,2317,536
60564,2317,719
60565,2317,953
60566,2317,1093
60567,2317,1573
60568,2317,2286
60569,2317,2514
60570,2317,2529
60571,2317,2756
60572,2317,2837
60573,2317,2928
60574,2317,3274
60575,2317,3331
60576,2317,3526
60577,2317,3556
60578,2317,3579
60579,2317,3801
60580,2317,4270
60581,2317,4286
60582,2317,4288
60583,2317,4300
60584,2317,4507
60585,2318,6
60586,2318,9
60587,2318,18
60588,2318,44
60589,2318,53
60590,2318,196
60591,2318,308
60592,2318,778
60593,2318,811
60594,2318,991
60595,2318,1093
60596,2318,1166
60597,2318,1175
60598,2318,1375
60599,2318,1425
60600,2318,1685
60601,2318,1829
60602,2318,2018
60603,2318,2286
60604,2318,2367
60605,2318,2496
60606,2318,2756
60607,2318,2776
60608,2318,2783
60609,2318,2809
60610,2318,2811
60611,2318,2837
60612,2318,2922
60613,2318,3186
60614,2318,3196
60615,2318,3556
60616,2318,3559
60617,2318,3801
60618,2318,3888
60619,2318,3991
60620,2318,4137
60621,2318,4248
60622,2318,4270
60623,2318,4282
60624,2318,4285
60625,2318,4321
60626,2318,4531
60627,2319,108
60628,2319,1377
60629,2319,2212
60630,2319,2215
60631,2319,2913
60632,2319,4006
60633,2319,4282
60634,2319,4286
60635,2320,11
60636,2320,18
60637,2320,32
60638,2320,122
60639,2320,133
60640,2320,181
60641,2320,259
60642,2320,325
60643,2320,387
60644,2320,439
60645,2320,438
60646,2320,449
60647,2320,545
60648,2320,659
60649,2320,678
60650,2320,691
60651,2320,721
60652,2320,722
60653,2320,1108
60654,2320,759
60655,2320,783
60656,2320,835
60657,2320,842
60658,2320,883
60659,2320,886
60660,2320,901
60661,2320,948
60662,2320,951
60663,2320,993
60664,2320,1049
60665,2320,1059
60666,2320,1093
60667,2320,1168
60668,2320,1200
60669,2320,1206
60670,2320,1279
60671,2320,1324
60672,2320,1351
60673,2320,1377
60674,2320,1381
60675,2320,1395
60676,2320,1400
60677,2320,1412
60678,2320,1425
60679,2320,1553
60680,2320,1559
60681,2320,1587
60682,2320,1609
60683,2320,1685
60684,2320,1687
60685,2320,1742
60686,2320,1773
60687,2320,1805
60688,2320,1806
60689,2320,2015
60690,2320,2089
60691,2320,2091
60692,2320,2100
60693,2320,2135
60694,2320,2137
60695,2320,2161
60696,2320,2168
60697,2320,2174
60698,2320,2194
60699,2320,2215
60700,2320,2363
60701,2320,2393
60702,2320,2440
60703,2320,2448
60704,2320,2454
60705,2320,2475
60706,2320,2495
60707,2320,2496
60708,2320,2506
60709,2320,2584
60710,2320,2607
60711,2320,2608
60712,2320,2612
60713,2320,2613
60714,2320,2688
60715,2320,2689
60716,2320,2697
60717,2320,2738
60718,2320,2833
60719,2320,2854
60720,2320,2892
60721,2320,2903
60722,2320,2906
60723,2320,2946
60724,2320,2973
60725,2320,2975
60726,2320,3032
60727,2320,3056
60728,2320,3126
60729,2320,3200
60730,2320,3311
60731,2320,3377
60732,2320,3565
60733,2320,3461
60734,2320,3546
60735,2320,3563
60736,2320,3968
60737,2320,3574
60738,2320,3619
60739,2320,3673
60740,2320,3674
60741,2320,3688
60742,2320,3718
60743,2320,3780
60744,2320,3789
60745,2320,3815
60746,2320,3844
60747,2320,3905
60748,2320,3952
60749,2320,3987
60750,2320,3997
60751,2320,4020
60752,2320,4049
60753,2320,4137
60754,2320,4151
60755,2320,4241
60756,2320,4269
60757,2320,4281
60758,2320,4282
60759,2320,4286
60760,2320,4332
60761,2320,4337
60762,2320,4442
60763,2320,4507
60764,2320,4530
60765,2320,4556
60766,2320,4574
60767,2320,4582
60768,2321,302
60769,2321,434
60770,2321,575
60771,2321,584
60772,2321,605
60773,2321,687
60774,2321,768
60775,2321,838
60776,2321,932
60777,2321,1061
60778,2321,1071
60779,2321,1083
60780,2321,1275
60781,2321,1511
60782,2321,1542
60783,2321,1715
60784,2321,1928
60785,2321,2089
60786,2321,2091
60787,2321,2094
60788,2321,2096
60789,2321,2233
60790,2321,2343
60791,2321,2612
60792,2321,2618
60793,2321,3154
60794,2321,3171
60795,2321,3253
60796,2321,3386
60797,2321,3438
60798,2321,3457
60799,2321,3607
60800,2321,3982
60801,2321,3983
60802,2321,4008
60803,2321,4137
60804,2321,4527
60805,2322,122
60806,2322,261
60807,2322,351
60808,2322,387
60809,2322,584
60810,2322,895
60811,2322,1425
60812,2322,1460
60813,2322,2089
60814,2322,2100
60815,2322,2584
60816,2322,2711
60817,2322,3002
60818,2322,3637
60819,2322,3790
60820,2322,4274
60821,2322,4370
60822,2323,737
60823,2323,868
60824,2323,1502
60825,2323,1589
60826,2323,1656
60827,2323,1752
60828,2323,1756
60829,2323,2311
60830,2323,2596
60831,2323,3386
60832,2324,570
60833,2324,746
60834,2324,1448
60835,2324,1496
60836,2324,1885
60837,2324,2529
60838,2324,2677
60839,2324,2934
60840,2324,2953
60841,2324,3677
60842,2324,4006
60843,2324,4091
60844,2324,4293
60845,2324,4385
60846,2325,449
60847,2325,2096
60848,2325,2097
60849,2325,2328
60850,2325,2599
60851,2325,2859
60852,2325,3126
60853,2325,3697
60854,2325,4286
60855,2325,4530
60856,2326,304
60857,2326,740
60858,2326,784
60859,2326,842
60860,2326,1130
60861,2326,1324
60862,2326,1351
60863,2326,1400
60864,2326,1412
60865,2326,2170
60866,2326,2711
60867,2326,2979
60868,2326,3094
60869,2326,3206
60870,2326,3619
60871,2326,3741
60872,2326,3905
60873,2326,4269
60874,2326,4282
60875,2326,4286
60876,2327,0
60877,2327,53
60878,2327,54
60879,2327,56
60880,2327,78
60881,2327,88
60882,2327,305
60883,2327,334
60884,2327,415
60885,2327,416
60886,2327,436
60887,2327,566
60888,2327,600
60889,2327,719
60890,2327,728
60891,2327,811
60892,2327,838
60893,2327,886
60894,2327,899
60895,2327,1065
60896,2327,1129
60897,2327,1162
60898,2327,1283
60899,2327,1511
60900,2327,1678
60901,2327,1724
60902,2327,1763
60903,2327,1871
60904,2327,1908
60905,2327,1954
60906,2327,1967
60907,2327,1990
60908,2327,2027
60909,2327,2135
60910,2327,2168
60911,2327,2233
60912,2327,2290
60913,2327,2318
60914,2327,2327
60915,2327,2330
60916,2327,2408
60917,2327,2580
60918,2327,2838
60919,2327,2857
60920,2327,3047
60921,2327,3274
60922,2327,3556
60923,2327,3557
60924,2327,3559
60925,2327,3616
60926,2327,3725
60927,2327,3742
60928,2327,3815
60929,2327,3953
60930,2327,4270
60931,2327,4353
60932,2327,4371
60933,2328,688
60934,2328,1685
60935,2328,2859
60936,2329,1049
60937,2329,1299
60938,2329,1381
60939,2329,1755
60940,2329,1894
60941,2329,2284
60942,2329,2401
60943,2329,3591
60944,2329,3640
60945,2329,3642
60946,2330,246
60947,2330,367
60948,2330,416
60949,2330,600
60950,2330,706
60951,2330,713
60952,2330,760
60953,2330,869
60954,2330,876
60955,2330,932
60956,2330,1118
60957,2330,1299
60958,2330,1425
60959,2330,1433
60960,2330,1488
60961,2330,1541
60962,2330,1882
60963,2330,2071
60964,2330,2233
60965,2330,2327
60966,2330,2752
60967,2330,2798
60968,2330,2867
60969,2330,2899
60970,2330,3002
60971,2330,3149
60972,2330,3279
60973,2330,3281
60974,2330,3332
60975,2330,3528
60976,2330,3556
60977,2330,3557
60978,2330,3559
60979,2330,3611
60980,2330,3801
60981,2330,3886
60982,2330,4165
60983,2330,4270
60984,2330,4285
60985,2330,4350
60986,2330,4403
60987,2330,4528
60988,2331,112
60989,2331,226
60990,2331,706
60991,2331,722
60992,2331,784
60993,2331,1685
60994,2331,2053
60995,2331,2247
60996,2331,2320
60997,2331,2903
60998,2331,3563
60999,2331,3564
61000,2331,3987
61001,2331,4137
61002,2331,4141
61003,2331,4254
61004,2331,4269
61005,2332,3
61006,2332,11
61007,2332,32
61008,2332,54
61009,2332,299
61010,2332,387
61011,2332,404
61012,2332,585
61013,2332,714
61014,2332,715
61015,2332,746
61016,2332,760
61017,2332,1090
61018,2332,1210
61019,2332,1377
61020,2332,1407
61021,2332,1532
61022,2332,1591
61023,2332,1594
61024,2332,1595
61025,2332,1839
61026,2332,1858
61027,2332,2069
61028,2332,2111
61029,2332,2140
61030,2332,2215
61031,2332,2408
61032,2332,2684
61033,2332,2768
61034,2332,2823
61035,2332,2976
61036,2332,3259
61037,2332,3270
61038,2332,3365
61039,2332,3414
61040,2332,3660
61041,2332,3739
61042,2332,3743
61043,2332,3747
61044,2332,3750
61045,2332,3815
61046,2332,3820
61047,2332,3837
61048,2332,3921
61049,2332,3928
61050,2332,4008
61051,2332,4164
61052,2332,4186
61053,2332,4187
61054,2332,4229
61055,2332,4230
61056,2332,4244
61057,2332,4286
61058,2332,4385
61059,2332,4509
61060,2333,3
61061,2333,50
61062,2333,52
61063,2333,179
61064,2333,311
61065,2333,495
61066,2333,520
61067,2333,834
61068,2333,1215
61069,2333,1307
61070,2333,1559
61071,2333,1685
61072,2333,1763
61073,2333,2140
61074,2333,2164
61075,2333,2174
61076,2333,2752
61077,2333,2836
61078,2333,2897
61079,2333,3112
61080,2333,3274
61081,2333,3427
61082,2333,3640
61083,2333,3815
61084,2333,4378
61085,2333,4385
61086,2333,4487
61087,2334,116
61088,2334,148
61089,2334,195
61090,2334,292
61091,2334,369
61092,2334,1111
61093,2334,1200
61094,2334,1381
61095,2334,1733
61096,2334,1738
61097,2334,2100
61098,2334,2529
61099,2334,3260
61100,2334,3360
61101,2334,3873
61102,2334,3901
61103,2334,4194
61104,2334,4260
61105,2334,4282
61106,2335,293
61107,2335,387
61108,2335,1111
61109,2335,1200
61110,2335,1439
61111,2335,2334
61112,2335,2335
61113,2335,2953
61114,2335,2955
61115,2335,3563
61116,2335,3730
61117,2335,3873
61118,2335,3919
61119,2335,4065
61120,2335,4286
61121,2336,217
61122,2336,2955
61123,2336,3124
61124,2336,4286
61125,2337,2
61126,2337,3
61127,2337,415
61128,2337,1678
61129,2337,2286
61130,2337,2809
61131,2337,3556
61132,2337,3801
61133,2337,4244
61134,2338,306
61135,2338,387
61136,2338,805
61137,2338,899
61138,2338,901
61139,2338,1093
61140,2338,1236
61141,2338,1381
61142,2338,1414
61143,2338,1495
61144,2338,1715
61145,2338,1742
61146,2338,1763
61147,2338,2215
61148,2338,2496
61149,2338,2925
61150,2338,3124
61151,2338,3773
61152,2338,4137
61153,2338,4169
61154,2338,4255
61155,2338,4282
61156,2338,4285
61157,2338,4286
61158,2339,261
61159,2339,586
61160,2339,895
61161,2339,1269
61162,2339,1864
61163,2339,3098
61164,2339,3433
61165,2339,3637
61166,2340,119
61167,2340,785
61168,2340,1035
61169,2340,1090
61170,2340,1106
61171,2340,1166
61172,2340,1361
61173,2340,1377
61174,2340,1381
61175,2340,1433
61176,2340,1588
61177,2340,1682
61178,2340,2027
61179,2340,2174
61180,2340,2230
61181,2340,2510
61182,2340,2653
61183,2340,2668
61184,2340,2867
61185,2340,3012
61186,2340,3200
61187,2340,3527
61188,2340,3556
61189,2340,3609
61190,2340,3693
61191,2340,4282
61192,2340,4286
61193,2342,26
61194,2342,32
61195,2342,387
61196,2342,425
61197,2342,654
61198,2342,760
61199,2342,902
61200,2342,913
61201,2342,918
61202,2342,1077
61203,2342,1083
61204,2342,1493
61205,2342,1573
61206,2342,1649
61207,2342,1666
61208,2342,1675
61209,2342,1799
61210,2342,2046
61211,2342,2140
61212,2342,2255
61213,2342,2706
61214,2342,2738
61215,2342,2753
61216,2342,2953
61217,2342,2955
61218,2342,2975
61219,2342,3002
61220,2342,3055
61221,2342,3213
61222,2342,3274
61223,2342,3300
61224,2342,3302
61225,2342,3331
61226,2342,3484
61227,2342,3528
61228,2342,3531
61229,2342,3677
61230,2342,3815
61231,2342,4201
61232,2342,4264
61233,2342,4282
61234,2342,4286
61235,2342,4288
61236,2342,4295
61237,2343,235
61238,2343,236
61239,2343,566
61240,2343,583
61241,2343,585
61242,2343,605
61243,2343,688
61244,2343,715
61245,2343,886
61246,2343,899
61247,2343,945
61248,2343,960
61249,2343,1061
61250,2343,1212
61251,2343,1290
61252,2343,1542
61253,2343,1723
61254,2343,1871
61255,2343,1927
61256,2343,1928
61257,2343,2089
61258,2343,2091
61259,2343,2093
61260,2343,2094
61261,2343,2096
61262,2343,2161
61263,2343,2233
61264,2343,2290
61265,2343,2321
61266,2343,3040
61267,2343,3186
61268,2343,3291
61269,2343,3601
61270,2343,3636
61271,2343,3720
61272,2343,3721
61273,2343,3982
61274,2343,3983
61275,2343,4137
61276,2343,4332
61277,2343,4580
61278,2343,4583
61279,2344,60
61280,2344,122
61281,2344,133
61282,2344,303
61283,2344,420
61284,2344,538
61285,2344,678
61286,2344,944
61287,2344,1130
61288,2344,1288
61289,2344,1324
61290,2344,1381
61291,2344,1588
61292,2344,1687
61293,2344,1826
61294,2344,2018
61295,2344,2161
61296,2344,2344
61297,2344,2753
61298,2344,2779
61299,2344,2975
61300,2344,2993
61301,2344,3311
61302,2344,3563
61303,2344,3966
61304,2344,3905
61305,2344,3953
61306,2344,3958
61307,2344,4169
61308,2344,4282
61309,2344,4285
61310,2344,4286
61311,2344,4515
61312,2344,4527
61313,2345,771
61314,2345,2018
61315,2345,2083
61316,2345,2415
61317,2345,2456
61318,2345,3359
61319,2345,3407
61320,2345,3449
61321,2345,3760
61322,2345,4301
61323,2346,351
61324,2346,434
61325,2346,517
61326,2346,687
61327,2346,784
61328,2346,991
61329,2346,1061
61330,2346,1290
61331,2346,1381
61332,2346,1542
61333,2346,1927
61334,2346,2089
61335,2346,2093
61336,2346,2094
61337,2346,2096
61338,2346,2233
61339,2346,2840
61340,2346,2865
61341,2346,2914
61342,2346,2950
61343,2346,3055
61344,2346,3186
61345,2346,3399
61346,2346,3636
61347,2346,3747
61348,2346,3983
61349,2346,4011
61350,2346,4137
61351,2346,4176
61352,2346,4531
61353,2347,18
61354,2347,261
61355,2347,394
61356,2347,584
61357,2347,1439
61358,2347,1682
61359,2347,1685
61360,2347,2174
61361,2347,2186
61362,2347,2233
61363,2347,2692
61364,2347,2928
61365,2347,2929
61366,2347,3359
61367,2347,3801
61368,2347,4350
61369,2348,261
61370,2348,387
61371,2348,584
61372,2348,895
61373,2348,3257
61374,2348,3637
61375,2349,387
61376,2349,678
61377,2349,715
61378,2349,760
61379,2349,886
61380,2349,888
61381,2349,953
61382,2349,1425
61383,2349,2215
61384,2349,2773
61385,2349,2809
61386,2349,2811
61387,2349,3004
61388,2349,3186
61389,2349,3213
61390,2349,3321
61391,2349,3354
61392,2349,3369
61393,2349,3380
61394,2349,3556
61395,2349,3675
61396,2349,3793
61397,2349,3801
61398,2349,3989
61399,2349,4285
61400,2349,4286
61401,2349,4376
61402,2349,4394
61403,2349,4531
61404,2350,405
61405,2350,1403
61406,2350,3556
61407,2350,4285
61408,2350,4369
61409,2351,3
61410,2351,13
61411,2351,53
61412,2351,56
61413,2351,88
61414,2351,159
61415,2351,176
61416,2351,236
61417,2351,271
61418,2351,386
61419,2351,653
61420,2351,728
61421,2351,784
61422,2351,1004
61423,2351,1070
61424,2351,1093
61425,2351,1381
61426,2351,1424
61427,2351,1431
61428,2351,1678
61429,2351,1685
61430,2351,1929
61431,2351,2149
61432,2351,2161
61433,2351,2174
61434,2351,2221
61435,2351,2436
61436,2351,2580
61437,2351,2817
61438,2351,2870
61439,2351,2899
61440,2351,2929
61441,2351,3105
61442,2351,3460
61443,2351,3519
61444,2351,3556
61445,2351,3680
61446,2351,3745
61447,2351,3794
61448,2351,3917
61449,2351,4137
61450,2351,4285
61451,2351,4350
61452,2351,4530
61453,2351,4531
61454,2351,4567
61455,2352,394
61456,2352,1171
61457,2352,3005
61458,2352,3012
61459,2352,3953
61460,2352,4286
61461,2352,4531
61462,2353,122
61463,2353,273
61464,2353,387
61465,2353,1275
61466,2353,1379
61467,2353,2091
61468,2353,2100
61469,2353,2101
61470,2353,2192
61471,2353,2199
61472,2353,2307
61473,2353,2592
61474,2353,2689
61475,2353,2847
61476,2353,3012
61477,2353,3155
61478,2353,3199
61479,2353,3313
61480,2353,3607
61481,2353,3789
61482,2353,3919
61483,2353,4234
61484,2353,4282
61485,2353,4369
61486,2354,746
61487,2354,752
61488,2354,815
61489,2354,1106
61490,2354,1113
61491,2354,1263
61492,2354,1381
61493,2354,1479
61494,2354,1559
61495,2354,1588
61496,2354,2174
61497,2354,2183
61498,2354,2221
61499,2354,3021
61500,2354,3325
61501,2354,3819
61502,2355,261
61503,2355,276
61504,2355,277
61505,2355,302
61506,2355,342
61507,2355,1079
61508,2355,1511
61509,2355,1512
61510,2355,2130
61511,2355,2215
61512,2355,2711
61513,2355,3124
61514,2355,3182
61515,2355,3242
61516,2355,3274
61517,2355,3556
61518,2355,3637
61519,2355,3793
61520,2355,3797
61521,2355,3801
61522,2355,4270
61523,2355,4451
61524,2355,4452
61525,2356,326
61526,2356,698
61527,2356,863
61528,2356,961
61529,2356,1081
61530,2356,1273
61531,2356,1274
61532,2356,1343
61533,2356,1375
61534,2356,1534
61535,2356,1632
61536,2356,2056
61537,2356,2142
61538,2356,2497
61539,2356,2596
61540,2356,2948
61541,2356,3019
61542,2356,3149
61543,2356,3207
61544,2356,3255
61545,2356,3265
61546,2356,3548
61547,2356,3585
61548,2356,3669
61549,2356,4314
61550,2356,4545
61551,2357,214
61552,2357,369
61553,2357,654
61554,2357,760
61555,2357,1556
61556,2357,2543
61557,2357,2663
61558,2357,2912
61559,2357,2928
61560,2357,2929
61561,2357,2953
61562,2357,3085
61563,2357,3518
61564,2357,3640
61565,2357,3800
61566,2357,3938
61567,2357,3942
61568,2357,4264
61569,2357,4276
61570,2357,4286
61571,2357,4393
61572,2357,4439
61573,2357,4520
61574,2357,4531
61575,2358,825
61576,2358,1547
61577,2358,2135
61578,2358,2608
61579,2358,3410
61580,2358,4137
61581,2358,4141
61582,2358,4244
61583,2358,4282
61584,2359,760
61585,2359,886
61586,2359,912
61587,2359,1648
61588,2359,2639
61589,2359,2809
61590,2359,3270
61591,2359,3593
61592,2360,19
61593,2360,55
61594,2360,357
61595,2360,970
61596,2360,998
61597,2360,1160
61598,2360,2012
61599,2360,2943
61600,2360,3264
61601,2360,3628
61602,2360,3777
61603,2360,3924
61604,2360,4005
61605,2361,202
61606,2361,379
61607,2361,746
61608,2361,876
61609,2361,1361
61610,2361,1685
61611,2361,1808
61612,2361,1921
61613,2361,2183
61614,2361,2511
61615,2361,2543
61616,2361,2867
61617,2361,2888
61618,2361,2934
61619,2361,2953
61620,2361,2986
61621,2361,3215
61622,2361,3388
61623,2361,3528
61624,2361,3592
61625,2361,3661
61626,2361,4029
61627,2361,4286
61628,2362,282
61629,2362,387
61630,2362,672
61631,2362,824
61632,2362,839
61633,2362,1215
61634,2362,1449
61635,2362,3340
61636,2362,3354
61637,2362,4359
61638,2363,143
61639,2363,305
61640,2363,449
61641,2363,1013
61642,2363,1093
61643,2363,1324
61644,2363,1381
61645,2363,1511
61646,2363,1763
61647,2363,1927
61648,2363,1928
61649,2363,2089
61650,2363,2135
61651,2363,2137
61652,2363,2215
61653,2363,2364
61654,2363,2424
61655,2363,2496
61656,2363,3126
61657,2363,3174
61658,2363,3197
61659,2363,3206
61660,2363,3619
61661,2363,4137
61662,2363,4282
61663,2363,4286
61664,2364,305
61665,2364,784
61666,2364,915
61667,2364,1364
61668,2364,2137
61669,2364,2363
61670,2364,3197
61671,2365,60
61672,2365,92
61673,2365,108
61674,2365,351
61675,2365,387
61676,2365,538
61677,2365,760
61678,2365,1111
61679,2365,1281
61680,2365,1425
61681,2365,1559
61682,2365,1705
61683,2365,1929
61684,2365,2215
61685,2365,2259
61686,2365,2516
61687,2365,2543
61688,2365,2715
61689,2365,2932
61690,2365,2953
61691,2365,3149
61692,2365,3362
61693,2365,3428
61694,2365,3640
61695,2365,3648
61696,2365,4029
61697,2365,4265
61698,2365,4282
61699,2365,4286
61700,2365,4385
61701,2366,15
61702,2366,336
61703,2366,387
61704,2366,570
61705,2366,654
61706,2366,760
61707,2366,792
61708,2366,876
61709,2366,886
61710,2366,933
61711,2366,991
61712,2366,1022
61713,2366,1173
61714,2366,1273
61715,2366,1431
61716,2366,1675
61717,2366,1715
61718,2366,2073
61719,2366,2089
61720,2366,2215
61721,2366,2259
61722,2366,2543
61723,2366,2778
61724,2366,2819
61725,2366,2925
61726,2366,2953
61727,2366,2991
61728,2366,3186
61729,2366,3472
61730,2366,3493
61731,2366,3556
61732,2366,3586
61733,2366,3597
61734,2366,3599
61735,2366,3661
61736,2366,3759
61737,2366,3793
61738,2366,3801
61739,2366,3875
61740,2366,4052
61741,2366,4286
61742,2366,4406
61743,2367,32
61744,2367,121
61745,2367,143
61746,2367,284
61747,2367,308
61748,2367,334
61749,2367,415
61750,2367,886
61751,2367,938
61752,2367,1047
61753,2367,1093
61754,2367,1414
61755,2367,1539
61756,2367,1592
61757,2367,1685
61758,2367,1725
61759,2367,1997
61760,2367,2161
61761,2367,2318
61762,2367,2410
61763,2367,2496
61764,2367,2703
61765,2367,2731
61766,2367,2809
61767,2367,2837
61768,2367,2922
61769,2367,3186
61770,2367,3206
61771,2367,3556
61772,2367,3559
61773,2367,3801
61774,2367,3958
61775,2367,3979
61776,2367,4137
61777,2367,4148
61778,2367,4314
61779,2367,4321
61780,2367,4454
61781,2367,4529
61782,2367,4547
61783,2369,420
61784,2369,1358
61785,2369,1377
61786,2369,1542
61787,2369,1854
61788,2369,2622
61789,2369,3583
61790,2369,3795
61791,2370,2463
61792,2370,2581
61793,2370,3200
61794,2371,18
61795,2371,170
61796,2371,346
61797,2371,394
61798,2371,487
61799,2371,538
61800,2371,557
61801,2371,627
61802,2371,692
61803,2371,1070
61804,2371,1129
61805,2371,1379
61806,2371,1559
61807,2371,1581
61808,2371,1586
61809,2371,1588
61810,2371,1685
61811,2371,1725
61812,2371,1985
61813,2371,1997
61814,2371,1998
61815,2371,2027
61816,2371,2174
61817,2371,2461
61818,2371,2586
61819,2371,2837
61820,2371,2908
61821,2371,2909
61822,2371,2946
61823,2371,3149
61824,2371,3274
61825,2371,3311
61826,2371,3471
61827,2371,3556
61828,2371,3815
61829,2371,3958
61830,2371,4350
61831,2372,639
61832,2372,784
61833,2372,1381
61834,2372,2776
61835,2372,3169
61836,2372,3200
61837,2372,3725
61838,2372,4141
61839,2373,14
61840,2373,25
61841,2373,27
61842,2373,323
61843,2373,371
61844,2373,468
61845,2373,1401
61846,2373,1529
61847,2373,1530
61848,2373,1789
61849,2373,2031
61850,2373,2032
61851,2373,2043
61852,2373,2046
61853,2373,2049
61854,2373,2740
61855,2373,4027
61856,2373,4229
61857,2373,4286
61858,2373,4530
61859,2374,69
61860,2374,411
61861,2374,899
61862,2374,958
61863,2374,1682
61864,2374,1685
61865,2374,2230
61866,2374,2247
61867,2374,2529
61868,2374,2935
61869,2374,2993
61870,2374,3302
61871,2374,3789
61872,2374,4282
61873,2374,4286
61874,2374,4590
61875,2375,96
61876,2375,122
61877,2375,341
61878,2375,420
61879,2375,1425
61880,2375,1542
61881,2375,2870
61882,2375,2975
61883,2375,3206
61884,2375,3311
61885,2375,4137
61886,2375,4285
61887,2375,4426
61888,2376,263
61889,2376,892
61890,2376,1208
61891,2376,1410
61892,2376,2004
61893,2376,2132
61894,2376,2656
61895,2376,2791
61896,2376,2837
61897,2376,3086
61898,2376,3349
61899,2376,3556
61900,2376,3559
61901,2376,3801
61902,2376,3804
61903,2376,3815
61904,2376,3839
61905,2376,3840
61906,2376,3841
61907,2376,3953
61908,2376,4282
61909,2376,4285
61910,2376,4286
61911,2376,4366
61912,2377,1168
61913,2377,1773
61914,2377,2382
61915,2377,2394
61916,2377,2979
61917,2377,3905
61918,2377,4269
61919,2377,4348
61920,2378,351
61921,2378,520
61922,2378,577
61923,2378,600
61924,2378,891
61925,2378,1279
61926,2378,1439
61927,2378,1511
61928,2378,1621
61929,2378,1768
61930,2378,2388
61931,2378,2390
61932,2378,2394
61933,2378,2924
61934,2378,3002
61935,2378,3556
61936,2378,3559
61937,2378,4528
61938,2378,4557
61939,2379,387
61940,2379,701
61941,2379,770
61942,2379,1118
61943,2379,1240
61944,2379,1358
61945,2379,1512
61946,2379,1731
61947,2379,2199
61948,2379,4231
61949,2380,33
61950,2380,122
61951,2380,759
61952,2380,835
61953,2380,842
61954,2380,933
61955,2380,1071
61956,2380,1511
61957,2380,1588
61958,2380,1715
61959,2380,2973
61960,2380,2975
61961,2381,9
61962,2381,13
61963,2381,18
61964,2381,411
61965,2381,634
61966,2381,692
61967,2381,1028
61968,2381,1377
61969,2381,1496
61970,2381,1656
61971,2381,1729
61972,2381,1752
61973,2381,2078
61974,2381,2143
61975,2381,2164
61976,2381,2215
